1,2,3,4,5,6,7,8,9,10,11,12,13
2,2,40,68,1,64,4,1,0,0,0,1,0
10,0,20,69,1,64,4,1,0,0,0,1,0
46,1,51,33,1,4,1,1,2,2,1,1,1
84,2,37,55,1,19,2,1,2,2,1,1,1
90,1,0,62,1,0,3,1,2,2,1,1,1
99,2,41,66,1,50,3,1,2,2,1,1,1
98,1,51,67,1,60,3,1,2,2,1,1,1
83,2,39,55,1,21,2,2,2,2,1,1,1
81,0,23,54,1,47,2,1,1,2,2,1,1
69,0,21,50,1,58,2,1,2,2,2,1,1
91,0,16,65,1,56,3,1,2,2,2,1,1
29,1,22,23,1,0,1,1,2,2,2,2,1
71,0,25,51,1,43,2,1,2,2,2,2,1
79,0,31,53,1,24,4,1,2,2,2,2,1
105,3,49,58,1,64,4,1,2,2,2,2,1
61,2,46,43,2,25,1,1,2,2,1,1,2
63,2,40,44,1,26,1,1,2,2,1,1,2
5,2,45,58,1,36,1,1,2,2,1,1,2
87,1,10,60,1,2,2,1,2,2,1,1,2
72,1,0,53,1,17,2,1,2,2,1,1,2
56,1,11,40,2,23,4,1,2,2,1,1,2
85,0,27,57,1,32,2,1,1,2,2,1,2
52,0,27,38,1,33,1,1,2,2,2,1,2
3,2,43,53,1,31,1,1,2,2,1,3,2
80,1,12,54,1,39,1,1,1,2,2,3,2
78,1,47,53,1,46,2,2,1,2,2,3,2
92,1,53,64,1,38,2,1,1,2,1,1,3
88,1,5,60,1,45,2,1,1,2,1,1,3
67,0,30,47,2,42,1,2,1,2,1,1,3
95,0,30,61,1,42,2,2,1,2,1,1,3
4,2,44,62,1,28,1,1,2,2,1,1,3
106,1,14,60,1,59,2,1,2,2,2,1,3
101,1,2,56,1,27,2,2,1,2,1,3,3
9,0,34,58,1,5,2,1,1,2,2,3,3
93,0,26,63,1,62,2,1,1,2,2,3,3
6,0,32,58,1,29,1,2,1,2,2,3,3
7,0,33,45,2,64,4,1,0,2,0,1,4
22,1,7,18,2,64,1,0,2,1,0,0,5
25,2,42,20,2,64,1,1,0,2,0,0,5
26,1,1,21,2,64,1,1,0,2,0,0,5
17,1,36,14,2,0,1,2,2,1,2,0,5
28,0,33,22,2,64,1,1,2,2,0,1,5
48,1,5,34,2,41,4,1,2,2,0,1,5
89,2,39,61,1,53,4,1,2,2,0,1,5
49,0,30,34,2,51,1,1,1,2,1,1,5
59,0,29,42,1,30,1,1,2,2,1,1,5
45,1,53,32,1,44,1,1,2,2,1,1,5
66,2,38,46,2,48,1,1,2,2,1,1,5
36,2,38,25,2,52,1,1,2,2,1,1,5
102,1,4,37,2,64,1,1,2,2,1,1,5
65,0,16,46,1,0,2,1,2,2,1,1,5
54,1,13,39,2,10,4,1,2,2,1,1,5
34,0,23,24,1,64,1,1,2,1,2,1,5
40,1,8,28,1,64,1,1,2,1,2,1,5
44,1,2,31,1,64,1,1,2,1,2,1,5
35,1,10,26,1,8,4,1,2,1,2,1,5
58,3,54,41,1,13,4,1,0,2,2,1,5
37,0,19,27,1,0,1,1,2,2,2,1,5
62,0,26,36,1,12,1,1,2,2,2,1,5
55,1,50,39,2,20,1,1,2,2,2,1,5
51,0,31,36,1,34,1,1,2,2,2,1,5
68,0,24,48,2,35,1,1,2,2,2,1,5
41,0,17,29,1,64,1,1,2,2,2,1,5
43,1,14,30,1,64,1,1,2,2,2,1,5
32,0,24,23,2,64,1,1,2,2,2,1,5
100,1,1,45,2,37,4,1,2,2,2,1,5
60,1,15,42,1,64,4,1,2,2,2,1,5
104,3,48,58,2,64,4,1,2,2,2,1,5
38,2,42,27,1,64,1,1,2,1,3,1,5
27,1,3,22,2,9,1,1,2,2,2,2,5
33,1,52,24,2,11,1,1,2,2,2,2,5
103,1,7,39,2,15,1,1,2,2,2,2,5
39,1,9,28,2,18,1,1,2,2,2,2,5
50,1,6,35,2,34,1,1,2,2,2,2,5
73,1,8,54,1,40,1,1,2,2,2,2,5
94,0,28,39,2,49,1,1,2,2,2,2,5
18,0,20,15,2,12,1,2,2,1,3,2,5
96,1,36,40,2,12,1,1,2,2,2,3,5
107,1,15,59,1,16,1,1,2,2,2,3,5
8,0,35,58,2,54,1,1,2,2,2,3,5
57,0,20,40,2,61,2,1,2,2,2,3,5
30,0,18,23,1,6,1,1,2,2,2,0,6
70,0,23,49,3,64,4,1,2,2,0,1,6
24,1,0,19,1,14,4,0,2,2,1,1,6
47,2,45,33,1,64,1,1,2,2,1,1,6
82,1,50,55,1,22,2,1,2,2,1,1,6
86,0,20,6,0,0,0,2,2,1,3,2,6
97,1,22,7,1,22,1,2,2,1,3,2,6
16,0,17,13,1,1,1,2,2,1,2,3,6
76,0,19,52,1,55,2,1,2,2,2,3,6
77,0,17,54,1,55,2,1,2,2,2,3,6
74,0,18,52,1,57,2,1,2,2,2,3,6
1,0,33,8,0,64,0,2,1,3,0,2,7
12,0,33,10,2,64,1,2,1,3,0,2,7
31,0,33,2,0,64,0,2,2,3,0,2,7
64,1,15,4,1,64,1,2,2,3,0,2,7
13,0,26,11,1,64,1,2,2,3,0,2,7
15,0,20,12,2,64,1,2,2,3,0,2,7
11,0,21,9,1,0,1,2,2,3,2,2,7
19,0,21,16,1,0,1,2,2,3,2,2,7
21,0,25,17,1,0,1,2,2,3,2,2,7
14,1,50,11,1,12,1,2,2,3,2,2,7
75,0,19,5,1,63,1,2,2,3,2,2,7
23,0,16,19,1,12,2,1,2,3,3,2,7
42,0,19,29,0,7,0,2,2,3,3,2,7
53,0,21,3,1,0,1,2,2,3,3,2,7
20,0,17,1,1,3,1,2,2,3,3,2,7
0,1,22,0,1,64,1,2,2,3,3,2,7
